onset	duration	sample	value	event_class	stim_id	stim_category
143.7416666667	1.0000000000	17249	MouseButtonLeft pressed	response	n/a	n/a
143.8750000000	1.0000000000	17265	MouseButtonLeft released	response	n/a	n/a
154.4583333333	1.0000000000	18535	MouseButtonLeft pressed	response	n/a	n/a
154.5916666667	1.0000000000	18551	MouseButtonLeft released	response	n/a	n/a
165.2000000000	1.0000000000	19824	MouseButtonLeft pressed	response	n/a	n/a
165.3166666667	1.0000000000	19838	MouseButtonLeft released	response	n/a	n/a
166.5333333333	1.0000000000	19984	MouseButtonLeft pressed	response	n/a	n/a
166.6583333333	1.0000000000	19999	MouseButtonLeft released	response	n/a	n/a
169.3333333333	1.0000000000	20320	MouseButtonLeft pressed	response	n/a	n/a
169.4333333333	1.0000000000	20332	MouseButtonLeft released	response	n/a	n/a
170.8916666667	1.0000000000	20507	MouseButtonLeft pressed	response	n/a	n/a
171.0333333333	1.0000000000	20524	MouseButtonLeft released	response	n/a	n/a
176.3083333333	1.0000000000	21157	MouseButtonLeft pressed	response	n/a	n/a
176.3833333333	1.0000000000	21166	MouseButtonLeft released	response	n/a	n/a
183.9500000000	1.0000000000	22074	MouseButtonLeft pressed	response	n/a	n/a
184.0666666667	1.0000000000	22088	MouseButtonLeft released	response	n/a	n/a
185.7583333333	1.0000000000	22291	MouseButtonLeft pressed	response	n/a	n/a
185.8416666667	1.0000000000	22301	MouseButtonLeft released	response	n/a	n/a
186.7250000000	1.0000000000	22407	MouseButtonLeft pressed	response	n/a	n/a
186.7916666667	1.0000000000	22415	MouseButtonLeft released	response	n/a	n/a
188.7916666667	1.0000000000	22655	MouseButtonLeft pressed	response	n/a	n/a
188.9000000000	1.0000000000	22668	MouseButtonLeft released	response	n/a	n/a
198.4750000000	1.0000000000	23817	MouseButtonLeft pressed	response	n/a	n/a
198.6000000000	1.0000000000	23832	MouseButtonLeft released	response	n/a	n/a
212.9666666667	1.0000000000	25556	MouseButtonLeft pressed	response	n/a	n/a
213.0916666667	1.0000000000	25571	MouseButtonLeft released	response	n/a	n/a
214.3916666667	1.0000000000	25727	MouseButtonLeft pressed	response	n/a	n/a
214.4916666667	1.0000000000	25739	MouseButtonLeft released	response	n/a	n/a
218.5333333333	1.0000000000	26224	MouseButtonLeft pressed	response	n/a	n/a
218.6500000000	1.0000000000	26238	MouseButtonLeft released	response	n/a	n/a
220.1583333333	1.0000000000	26419	MouseButtonLeft pressed	response	n/a	n/a
220.2416666667	1.0000000000	26429	MouseButtonLeft released	response	n/a	n/a
222.6416666667	1.0000000000	26717	MouseButtonLeft pressed	response	n/a	n/a
222.7333333333	1.0000000000	26728	MouseButtonLeft released	response	n/a	n/a
227.1750000000	1.0000000000	27261	MouseButtonLeft pressed	response	n/a	n/a
227.3000000000	1.0000000000	27276	MouseButtonLeft released	response	n/a	n/a
230.6916666667	1.0000000000	27683	MouseButtonLeft pressed	response	n/a	n/a
230.7916666667	1.0000000000	27695	MouseButtonLeft released	response	n/a	n/a
233.4416666667	1.0000000000	28013	MouseButtonLeft pressed	response	n/a	n/a
233.5416666667	1.0000000000	28025	MouseButtonLeft released	response	n/a	n/a
255.6666666667	1.0000000000	30680	MouseButtonLeft pressed	response	n/a	n/a
255.7666666667	1.0000000000	30692	MouseButtonLeft released	response	n/a	n/a
279.9916666667	1.0000000000	33599	MouseButtonLeft pressed	response	n/a	n/a
9.8166666667	1.0000000000	1178	fixation_cross	marker	n/a	n/a
151.0500000000	1.0000000000	18126	Category:IMG=ID:FYLLADIO_1.tif=Type:Leaflet_Images_1	stimulus	FYLLADIO_1.tif	Leaflet_Images_1
161.9583333333	1.0000000000	19435	Category:IMG=ID:FYLLADIO_2.tif=Type:Leaflet_Images_1	stimulus	FYLLADIO_2.tif	Leaflet_Images_1
177.2916666667	1.0000000000	21275	Category:IMG=ID:FYLLADIO_3.tif=Type:Leaflet_Images_1	stimulus	FYLLADIO_3.tif	Leaflet_Images_1
191.5000000000	1.0000000000	22980	Category:IMG=ID:FYLLADIO_4.tif=Type:Leaflet_Images_1	stimulus	FYLLADIO_4.tif	Leaflet_Images_1
207.5083333333	1.0000000000	24901	Category:IMG=ID:FYLLADIO_5.tif=Type:Leaflet_Images_1	stimulus	FYLLADIO_5.tif	Leaflet_Images_1
224.3916666667	1.0000000000	26927	Category:IMG=ID:FYLLADIO_6.tif=Type:Leaflet_Images_1	stimulus	FYLLADIO_6.tif	Leaflet_Images_1
237.1916666667	1.0000000000	28463	Category:IMG=ID:FYLLADIO_1.tif=Type:Leaflet_Images_1	stimulus	FYLLADIO_1.tif	Leaflet_Images_1
247.6916666667	1.0000000000	29723	Category:IMG=ID:FYLLADIO_2.tif=Type:Leaflet_Images_1	stimulus	FYLLADIO_2.tif	Leaflet_Images_1
258.6833333333	1.0000000000	31042	Category:IMG=ID:FYLLADIO_3.tif=Type:Leaflet_Images_1	stimulus	FYLLADIO_3.tif	Leaflet_Images_1
261.1333333333	1.0000000000	31336	Category:IMG=ID:FYLLADIO_4.tif=Type:Leaflet_Images_1	stimulus	FYLLADIO_4.tif	Leaflet_Images_1
264.2833333333	1.0000000000	31714	Category:IMG=ID:FYLLADIO_5.tif=Type:Leaflet_Images_1	stimulus	FYLLADIO_5.tif	Leaflet_Images_1
268.3416666667	1.0000000000	32201	Category:IMG=ID:FYLLADIO_6.tif=Type:Leaflet_Images_1	stimulus	FYLLADIO_6.tif	Leaflet_Images_1
270.6666666667	1.0000000000	32480	Category:IMG=ID:FYLLADIO_1.tif=Type:Leaflet_Images_1	stimulus	FYLLADIO_1.tif	Leaflet_Images_1
279.9916666667	1.0000000000	33599	EOE	marker	n/a	n/a
