onset	duration	sample	value	event_class	stim_id	stim_category
161.1200000000	1.0000000000	48336	MouseButtonLeft pressed	response	n/a	n/a
161.2500000000	1.0000000000	48375	MouseButtonLeft released	response	n/a	n/a
169.1033333333	1.0000000000	50731	MouseButtonLeft pressed	response	n/a	n/a
169.2333333333	1.0000000000	50770	MouseButtonLeft released	response	n/a	n/a
188.4500000000	1.0000000000	56535	MouseButtonLeft pressed	response	n/a	n/a
188.6166666667	1.0000000000	56585	MouseButtonLeft released	response	n/a	n/a
204.5700000000	1.0000000000	61371	MouseButtonLeft pressed	response	n/a	n/a
204.6966666667	1.0000000000	61409	MouseButtonLeft released	response	n/a	n/a
217.7700000000	1.0000000000	65331	MouseButtonLeft pressed	response	n/a	n/a
217.9300000000	1.0000000000	65379	MouseButtonLeft released	response	n/a	n/a
239.7933333333	1.0000000000	71938	MouseButtonLeft pressed	response	n/a	n/a
239.9766666667	1.0000000000	71993	MouseButtonLeft released	response	n/a	n/a
257.8733333333	1.0000000000	77362	MouseButtonLeft pressed	response	n/a	n/a
258.0000000000	1.0000000000	77400	MouseButtonLeft released	response	n/a	n/a
266.5033333333	1.0000000000	79951	MouseButtonLeft pressed	response	n/a	n/a
266.6166666667	1.0000000000	79985	MouseButtonLeft released	response	n/a	n/a
280.9933333333	1.0000000000	84298	MouseButtonLeft pressed	response	n/a	n/a
281.1533333333	1.0000000000	84346	MouseButtonLeft released	response	n/a	n/a
303.6400000000	1.0000000000	91092	MouseButtonLeft pressed	response	n/a	n/a
303.8166666667	1.0000000000	91145	MouseButtonLeft released	response	n/a	n/a
315.9200000000	1.0000000000	94776	MouseButtonLeft pressed	response	n/a	n/a
316.0733333333	1.0000000000	94822	MouseButtonLeft released	response	n/a	n/a
335.0800000000	1.0000000000	100524	MouseButtonLeft pressed	response	n/a	n/a
335.2000000000	1.0000000000	100560	MouseButtonLeft released	response	n/a	n/a
350.5200000000	1.0000000000	105156	MouseButtonLeft pressed	response	n/a	n/a
350.6800000000	1.0000000000	105204	MouseButtonLeft released	response	n/a	n/a
354.7600000000	1.0000000000	106428	MouseButtonLeft pressed	response	n/a	n/a
354.9600000000	1.0000000000	106488	MouseButtonLeft released	response	n/a	n/a
364.7133333333	1.0000000000	109414	MouseButtonLeft pressed	response	n/a	n/a
364.8166666667	1.0000000000	109445	MouseButtonLeft released	response	n/a	n/a
373.1833333333	1.0000000000	111955	MouseButtonLeft pressed	response	n/a	n/a
373.3366666667	1.0000000000	112001	MouseButtonLeft released	response	n/a	n/a
393.3200000000	1.0000000000	117996	MouseButtonLeft pressed	response	n/a	n/a
393.4000000000	1.0000000000	118020	MouseButtonLeft released	response	n/a	n/a
405.5300000000	1.0000000000	121659	MouseButtonLeft pressed	response	n/a	n/a
2.2033333333	1.0000000000	661	fixation_cross	marker	n/a	n/a
170.0500000000	1.0000000000	51015	Category:IMG=ID:FYLLADIO_1.tif=Type:Leaflet_Images_1	stimulus	FYLLADIO_1.tif	Leaflet_Images_1
227.7866666667	1.0000000000	68336	Category:IMG=ID:FYLLADIO_2.tif=Type:Leaflet_Images_1	stimulus	FYLLADIO_2.tif	Leaflet_Images_1
261.2400000000	1.0000000000	78372	Category:IMG=ID:FYLLADIO_3.tif=Type:Leaflet_Images_1	stimulus	FYLLADIO_3.tif	Leaflet_Images_1
304.9200000000	1.0000000000	91476	Category:IMG=ID:FYLLADIO_4.tif=Type:Leaflet_Images_1	stimulus	FYLLADIO_4.tif	Leaflet_Images_1
335.8700000000	1.0000000000	100761	Category:IMG=ID:FYLLADIO_5.tif=Type:Leaflet_Images_1	stimulus	FYLLADIO_5.tif	Leaflet_Images_1
365.4866666667	1.0000000000	109646	Category:IMG=ID:FYLLADIO_6.tif=Type:Leaflet_Images_1	stimulus	FYLLADIO_6.tif	Leaflet_Images_1
393.9633333333	1.0000000000	118189	Category:IMG=ID:FYLLADIO_1.tif=Type:Leaflet_Images_1	stimulus	FYLLADIO_1.tif	Leaflet_Images_1
400.8266666667	1.0000000000	120248	EOE	marker	n/a	n/a
400.9266666667	1.0000000000	120278	Category:IMG=ID:FYLLADIO_1.tif=Type:Leaflet_Images_1	stimulus	FYLLADIO_1.tif	Leaflet_Images_1
